,title,studio,domestic_gross,foreign_gross,year
1547,Tammy,WB (NL),84500000.0,16000000,2014
1548,P.K.,UTV,10600000.0,89800000,2014
1549,The Book of Life (2014),Fox,50200000.0,49600000,2014
1550,Paranormal Activity: The Marked Ones,Par.,32500000.0,58400000,2014
1551,The Hundred-Foot Journey,BV,54200000.0,34600000,2014
1552,John Wick,LG/S,43000000.0,45700000,2014
1553,Deliver Us From Evil,SGem,30600000.0,57400000,2014
1554,A Million Ways to Die in the West,Uni.,43100000.0,44100000,2014
1555,Snowpiercer,RTWC,4600000.0,82200000,2014
1556,Step Up All In,LG/S,14900000.0,71300000,2014
1557,The Judge,WB,47100000.0,37300000,2014
1558,Muppets Most Wanted,BV,51200000.0,29200000,2014
1559,If I Stay,WB (NL),50500000.0,28400000,2014
1560,"I, Frankenstein",LGF,19100000.0,52100000,2014
1561,The Attorney,WGUSA,557000.0,70000000,2014
1562,Think Like a Man Too,SGem,65200000.0,5000000,2014
1563,Brick Mansions,Rela.,20400000.0,48500000,2014
1564,Stalingrad (2014),Sony,1000000.0,67099999,2014
1565,Son of God,Fox,59700000.0,8100000,2014
1566,Jersey Boys,WB,47000000.0,20600000,2014
1567,The Giver,Wein.,45100000.0,21900000,2014
1568,Selma,Par.,52100000.0,14700000,2014
1569,God's Not Dead,Free,60800000.0,3900000,2014
1570,Thunder and the House of Magic!,Shout!,4100.0,64200000,2014
1571,Begin Again,Wein.,16200000.0,47300000,2014
1572,The Legend of Hercules,LG/S,18800000.0,42400000,2014
1573,Evangelion: 3.0 You Can (Not) Redo,Elev.,175000.0,60300000,2014
1574,Dolphin Tale 2,WB,42000000.0,15800000,2014
1575,St. Vincent,Wein.,44100000.0,10700000,2014
1576,No Good Deed (2014),SGem,52500000.0,1800000,2014
1577,A Walk Among the Tombstones,Uni.,26300000.0,26900000,2014
1578,3 Days to Kill,Rela.,30700000.0,21900000,2014
1579,Wild (2014),FoxS,37900000.0,14600000,2014
1580,Magic in the Moonlight,SPC,10500000.0,40500000,2014
1581,Dragon Ball Z: Battle of Gods,SV,2600000.0,47800000,2014
1582,About Last Night (2014),SGem,48600000.0,365000,2014
1583,Whiplash,SPC,13100000.0,35900000,2014
1584,Chef,ORF,31400000.0,14500000,2014
1585,Earth to Echo,Rela.,38900000.0,6400000,2014
1586,Boyhood,IFC,25400000.0,19100000,2014
1587,Oculus,Rela.,27700000.0,16300000,2014
1588,Bang Bang,FIP,2500000.0,39500000,2014
1589,As Above/So Below,Uni.,21300000.0,20600000,2014
1590,This is Where I Leave You,WB,34300000.0,7000000,2014
1591,That Awkward Moment,Focus,26100000.0,14400000,2014
1592,Frank Miller's Sin City: A Dame to Kill For,W/Dim.,13800000.0,25600000,2014
1593,The Gambler,Par.,33700000.0,5600000,2014
1594,Million Dollar Arm,BV,36500000.0,2800000,2014
1595,Nightcrawler,ORF,32400000.0,6300000,2014
1596,Devil's Due,Fox,15800000.0,21100000,2014
1597,A Most Wanted Man,RAtt.,17200000.0,19000000,2014
1598,The Best of Me,Rela.,26800000.0,9200000,2014
1599,Endless Love (2014),Uni.,23400000.0,11300000,2014
1600,Get On Up,Uni.,30700000.0,2700000,2014
1601,The November Man,Rela.,25000000.0,7500000,2014
1602,The Pirates,WGUSA,416000.0,32100000,2014
1603,Winter's Tale,WB,12600000.0,18500000,2014
1604,When the Game Stands Tall,TriS,30100000.0,,2014
1605,Draft Day,LG/S,28800000.0,620000,2014
1606,Big Eyes,Wein.,14500000.0,14800000,2014
1607,The Divine Move,CJ,137000.0,27800000,2014
1608,Top Five,Par.,25300000.0,800000,2014
1609,Iceman (2014),WGUSA,7700.0,26000000,2014
1610,And So It Goes,CE,15200000.0,10200000,2014
1611,On the Other Side of the Tracks,Wein.,9600.0,25100000,2014
1612,The Players,Wein.,10900.0,24600000,2014
1613,The Tale of The Princess Kaguya,GK,703000.0,23500000,2014
1614,A Haunted House 2,ORF,17300000.0,6600000,2014
1615,The Railway Man,Wein.,4400000.0,17900000,2014
1616,Mr. Turner,SPC,4000000.0,18200000,2014
1617,The Suspect (2014),WGUSA,219000.0,21400000,2014
1618,Bears,BV,17800000.0,3500000,2014
1619,Yves Saint Laurent,Wein.,724000.0,20300000,2014
1620,Labor Day,Par.,13400000.0,6900000,2014
1621,"Like Father, Like Son (2014)",IFC,335000.0,19600000,2014
1622,Left Behind (2014),Free,14000000.0,5700000,2014
1623,Legends of Oz: Dorothy's Return,CE,8500000.0,10200000,2014
1624,The Drop,FoxS,10700000.0,7900000,2014
1625,The Quiet Ones,LGF,8500000.0,9300000,2014
1626,Sabotage (2014),ORF,10500000.0,7000000,2014
1627,Addicted,LGF,17400000.0,,2014
1628,Road to Ninja - Naruto the Movie,Elev.,43200.0,17300000,2014
1629,Calvary,FoxS,3600000.0,13300000,2014
1630,The Pyramid,Fox,2800000.0,14100000,2014
1631,Tyler Perry's The Single Moms Club,LGF,16000000.0,364000,2014
1632,Beyond Outrage,Magn.,3900.0,16200000,2014
1633,Before I Go To Sleep,CE,3200000.0,12200000,2014
1634,Vampire Academy,Wein.,7800000.0,7600000,2014
1635,Inherent Vice,WB,8100000.0,6600000,2014
1636,Island of Lemurs: Madagascar (IMAX),WB,11300000.0,2800000,2014
1637,The Two Faces of January,Magn.,507000.0,13000000,2014
1638,Fading Gigolo,MNE,3800000.0,9600000,2014
1639,Foxcatcher,SPC,12100000.0,,2014
1640,A Most Violent Year,A24,5700000.0,6300000,2014
1641,The Interview (2014),Sony,6100000.0,5200000,2014
1642,One Chance,Wein.,101000.0,10800000,2014
1643,Bicycling with Moliere,Strand,59900.0,10700000,2014
1644,Belle,FoxS,10700000.0,,2014
1645,Wetlands,Strand,59500.0,10500000,2014
1646,Moms' Night Out,TriS,10400000.0,,2014
1647,The Babadook,IFC,964000.0,9300000,2014
1648,Nymphomaniac: Volume I,Magn.,786000.0,9500000,2014
1649,Gladiators of Rome,VPD,8200.0,10100000,2014
1650,Mood Indigo,Drft.,303000.0,9500000,2014
1651,Alan Partridge: The Movie,Magn.,153000.0,9600000,2014
1652,Venus in Fur,IFC,374000.0,8000000,2014
1653,Filth,Magn.,34400.0,8300000,2014
1654,What If (2014),CBS,3500000.0,4400000,2014
1655,Finding Fanny,FIP,616000.0,7100000,2014
1656,Pride (2014),CBS,1400000.0,6100000,2014
1657,Chinese Puzzle,Cohen,339000.0,7100000,2014
1658,A Long Way Down,Magn.,13300.0,7200000,2014
1659,Jessabelle,LGF,,7000000,2014
1660,"Two Days, One Night",IFC,1400000.0,5400000,2014
1661,A Letter to Momo,GK,71700.0,6700000,2014
1662,Cantinflas,LGF,6400000.0,,2014
1663,Le Chef,Cohen,343000.0,5900000,2014
1664,Mas Negro Que La Noche,LGF,870000.0,5200000,2014
1665,French Gigolo (Cliente),IFC,3000.0,6000000,2014
1666,The Trip to Italy,IFC,2900000.0,3000000,2014
1667,The Immigrant,Wein.,2000000.0,3800000,2014
1668,Wish I Was Here,Focus,3600000.0,1900000,2014
1669,Under the Skin (2014),A24,2600000.0,2800000,2014
1670,The Skeleton Twins,RAtt.,5300000.0,,2014
1671,The French Minister,IFC,12000.0,5100000,2014
1672,Ernest & Celestine,GK,262000.0,4800000,2014
1673,Tracks (2014),Wein.,510000.0,4400000,2014
1674,The Love Punch,KE,267000.0,4500000,2014
1675,Dear White People,RAtt.,4400000.0,,2014
1676,The Lunchbox,SPC,4200000.0,,2014
1677,My Old Lady,Cohen,4000000.0,,2014
1678,Diplomacy,Zeit.,231000.0,3700000,2014
1679,Horns,RTWC,174000.0,3700000,2014
1680,Ida,MBox,3800000.0,,2014
1681,14 Blades,RTWC,,3800000,2014
1682,Ragnarok,Magn.,1400.0,3700000,2014
1683,Veronica Mars,WB,3300000.0,195000,2014
1684,Mommy,RAtt.,3500000.0,,2014
1685,Jack and the Cuckoo-Clock Heart,Shout!,,3400000,2014
1686,The Grand Seduction,EOne,3400000.0,,2014
1687,Enemy,A24,1000000.0,2400000,2014
1688,Words and Pictures,RAtt.,2200000.0,1200000,2014
1689,The Protector 2,Magn.,2500.0,3300000,2014
1690,The Rover,A24,1100000.0,2100000,2014
1691,The Mystery of Happiness,Strand,8500.0,3200000,2014
1692,Rosewater,ORF,3100000.0,,2014
1693,Obvious Child,A24,3100000.0,,2014
1694,The German Doctor,Gold.,418000.0,2600000,2014
1695,Citizenfour,RTWC,2800000.0,202000,2014
1696,A Coffee in Berlin,MBox,150000.0,2600000,2014
1697,The Good Lie,WB,2700000.0,,2014
1698,The Raid 2,SPC,2600000.0,,2014
1699,Living is Easy with Eyes Closed,Outs,11600.0,2600000,2014
1700,A Five Star Life,MBox,307000.0,2200000,2014
1701,Kick,UTV,2500000.0,,2014
1702,Kill the Messenger,Focus,2500000.0,,2014
1703,The Homesman,Saban,2400000.0,,2014
1704,Blood Ties (2014),RAtt.,42500.0,2400000,2014
1705,The Guest (2014),PH,333000.0,2000000,2014
1706,Life of Riley,KL,11600.0,2300000,2014
1707,Ode to My Father,CJ,2300000.0,,2014
1708,Love is Strange,SPC,2300000.0,,2014
1709,Marius,KL,9800.0,2200000,2014
1710,"Men, Women & Children",Par.,706000.0,1500000,2014
1711,2 States,UTV,2200000.0,,2014
1712,Nymphomaniac: Volume II,Magn.,327000.0,1900000,2014
1713,Le Week-End,MBox,2200000.0,,2014
1714,Gloria (2014),RAtt.,2100000.0,,2014
1715,"20,000 Days on Earth",Drft.,280000.0,1800000,2014
1716,Only Lovers Left Alive,SPC,1900000.0,,2014
1717,Tusk,A24,1800000.0,,2014
1718,Awake: The Life of Yogananda,CF&SR,1500000.0,,2014
1719,Fed Up,RTWC,1500000.0,,2014
1720,Finding Vivian Maier,IFC,1500000.0,,2014
1721,Make Your Move,HTR,125000.0,1300000,2014
1722,Bright Days Ahead,Trib.,21800.0,1400000,2014
1723,Locke,A24,1400000.0,,2014
1724,Force Majeure,Magn.,1400000.0,,2014
1725,Postman Pat: The Movie,Shout!,1500.0,1300000,2014
1726,Just a Sigh,Distrib.,75500.0,1200000,2014
1727,Jai Ho,Eros,1300000.0,,2014
1728,For a Woman,FM,32299.0,1200000,2014
1729,Singham Returns,Eros,1200000.0,,2014
1730,Why Don't You Play in Hell,Drft.,28500.0,1200000,2014
1731,The Remaining,Triu,1200000.0,,2014
1732,The Way He Looks,Strand,101000.0,1100000,2014
1733,Ilo Ilo,FM,56800.0,1100000,2014
1734,Hector And The Search For Happiness,Rela.,1100000.0,,2014
1735,Leviathan (2014),SPC,1100000.0,,2014
1736,The Captive,A24,1100000.0,,2014
1737,Laggies,A24,1100000.0,,2014
1738,Jackpot,DR,800.0,1100000,2014
1739,Lila Lila,Crnth,,1100000,2014
1740,Haider,UTV,1000000.0,,2014
1741,Third Person,SPC,1000000.0,,2014
1742,Borgman,Drft.,57500.0,952000,2014
1743,The Disappearance of Eleanor Rigby,Wein.,588000.0,397000,2014
1744,Shaadi Ke Side Effects,Eros,921000.0,,2014
1745,Song of the Sea,GK,858000.0,,2014
1746,Kochadaiiyaan,Eros,817000.0,,2014
1747,Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),MBox,3300.0,797000,2014
1748,The Zero Theorem,Ampl.,258000.0,513000,2014
1749,Palo Alto,Trib.,768000.0,,2014
1750,Ek Villain,Eros,731000.0,,2014
1751,Khoobsurat,UTV,711000.0,,2014
1752,Holiday (2014),Relbig.,707000.0,,2014
1753,Hasee Toh Phasee,Relbig.,646000.0,,2014
1754,Frank,Magn.,645000.0,,2014
1755,Mary Kom,Eros,621000.0,,2014
1756,The Signal (2014),Focus,601000.0,,2014
1757,Back in Time (Congcong Nanian),CL,569000.0,,2014
1758,Highway (2014),UTV,529000.0,,2014
1759,Dom Hemingway,FoxS,524000.0,,2014
1760,The One I Love,RTWC,513000.0,,2014
1761,Archipelago,KL,7800.0,492000,2014
1762,A Girl Walks Home Alone at Night,KL,492000.0,,2014
1763,The Congress,Drft.,138000.0,318000,2014
1764,In Secret,RAtt.,444000.0,,2014
1765,Bjork - Biophilia Live,CP,128000.0,306000,2014
1766,But Always (Yi Sheng Yi Shi),CL,431000.0,,2014
1767,Beijing Love Story,CL,428000.0,,2014
1768,Goodbye to Language,KL,390000.0,,2014
1769,Humpty Sharma Ki Dulhania,Relbig.,380000.0,,2014
1770,Women Who Flirt (Sajiao Nvren),CL,375000.0,,2014
1771,Joe (2014),RAtt.,373000.0,,2014
1772,Omar,AF,356000.0,,2014
1773,The Face of Love,IFC,350000.0,,2014
1774,Jimi: All Is By My Side,XL,341000.0,,2014
1775,I Origins,FoxS,336000.0,,2014
1776,The Last Sentence,MBox,62500.0,265000,2014
1777,On My Way,Cohen,317000.0,,2014
1778,Happy Ending,Eros,314000.0,,2014
1779,I Am Eleven,Proud,310000.0,,2014
1780,7 Boxes,BGP,38100.0,267000,2014
1781,The Dance of Reality,Abk.,294000.0,,2014
1782,Elsa & Fred (2014),MNE,286000.0,,2014
1783,Main Tera Hero,Eros,275000.0,,2014
1784,Night Moves,Cdgm.,272000.0,,2014
1785,Love on the Cloud (Wei Ai),CL,272000.0,,2014
1786,Life of Crime,RAtt.,265000.0,,2014
1787,The Green Prince,MBox,258000.0,,2014
1788,Action Jackson (2014),Eros,257000.0,,2014
1789,The Blue Room,IFC,255000.0,,2014
1790,Tazza: The Hidden Card,CJ,252000.0,,2014
1791,James Cameron's Deepsea Challenge 3D,DLA,236000.0,,2014
1792,Gabrielle (2014),EOne,5500.0,222000,2014
1793,The Breakup Guru,CL,209000.0,,2014
1794,Bethlehem,AF,202000.0,,2014
1795,The Double (2014),Magn.,200000.0,,2014
1796,Listen Up Philip,Trib.,200000.0,,2014
1797,We Are The Best!,Magn.,181000.0,,2014
1798,That Demon Within,CL,172000.0,,2014
1799,God's Pocket,IFC,170000.0,,2014
1800,Unrelated,KL,4500.0,154000,2014
1801,The Polar Express (2014 re-issue),WB,139000.0,,2014
1802,May in the Summer,Cohen,22000.0,112000,2014
1803,The Jewish Cardinal,FM,134000.0,,2014
1804,Zero Motivation,Zeit.,116000.0,,2014
1805,Life's a Breeze,Magn.,3500.0,99700,2014
1806,The Golden Era,CL,103000.0,,2014
1807,God Help the Girl,Ampl.,103000.0,,2014
1808,The Best Offer,IFC,100000.0,,2014
1809,Child's Pose,Zeit.,97200.0,,2014
1810,Cuban Fury,EOne,92400.0,,2014
1811,Girl on a Bicycle,Mont.,91400.0,,2014
1812,Breathe In,Cohen,89700.0,,2014
1813,Life After Beth,A24,88300.0,,2014
1814,Advanced Style,B360,87900.0,,2014
1815,Better Living Through Chemistry,Gold.,75100.0,,2014
1816,For No Good Reason,SPC,67400.0,,2014
1817,The Notebook (2014),SPC,66600.0,,2014
1818,Heropanti,UTV,63600.0,,2014
1819,No Tears for the Dead,CJ,63100.0,,2014
1820,Young and Beautiful,IFC,61100.0,,2014
1821,Siddharth,Zeit.,60500.0,,2014
1822,Walk of Shame,FCW,59200.0,,2014
1823,The Conformist (2014 re-release),KL,58700.0,,2014
1824,Rudderless,Gold.,58300.0,,2014
1825,The Rocket (2014),KL,56800.0,,2014
1826,In Bloom,BWP,56100.0,,2014
1827,Starred Up,Trib.,54900.0,,2014
1828,Half of a Yellow Sun,Mont.,54500.0,,2014
1829,Hateship Loveship,IFC,54000.0,,2014
1830,"1,000 Times Good Night",FM,53900.0,,2014
1831,The Missing Picture,Strand,52200.0,,2014
1832,Decoding Annie Parker,EOne,48400.0,,2014
1833,Alphaville (2013 re-release),Rialto,47700.0,,2014
1834,Return to The Hiding Place,SEA,45400.0,,2014
1835,Policeman,Crnth,11300.0,27000,2014
1836,White Bird in a Blizzard,Magn.,33800.0,,2014
1837,The Hero of Color City,Magn.,32200.0,,2014
1838,Bird People,IFC,32100.0,,2014
1839,Closed Curtain,Vari.,28100.0,,2014
1840,Lilting,Strand,27100.0,,2014
1841,Adult World,IFC,25400.0,,2014
1842,A Tale of Winter (Conte d'hiver),BWP,23300.0,,2014
1843,The Decent One,KL,21300.0,,2014
1844,Guardian Angel,RME,19500.0,,2014
1845,Tasting Menu,Magn.,18700.0,,2014
1846,Two Night Stand,EOne,18600.0,,2014
1847,Burning Bush,KL,16700.0,,2014
1848,Horses of God,KL,14800.0,,2014
1849,13 Sins,RTWC,13800.0,,2014
1850,Camp X-Ray,IFC,13300.0,,2014
1851,Special ID,WGUSA,12700.0,,2014
1852,Wolves,KE,12100.0,,2014
1853,Falcon Rising,Free,11800.0,,2014
1854,You're Not You,EOne,11500.0,,2014
1855,The Amazing Catfish,Strand,11300.0,,2014
1856,Stray Dogs,CGld,10400.0,,2014
1857,Canopy,Mont.,8500.0,,2014
1858,Love is in the Air,FCW,8400.0,,2014
1859,Empty Hours,Strand,8200.0,,2014
1860,Rigor Mortis,WGUSA,7900.0,,2014
1861,The Little Bedroom,CLS,7400.0,,2014
1862,Plot for Peace,,7100.0,,2014
1863,Very Good Girls,WGUSA,6900.0,,2014
1864,Pioneer,Magn.,6900.0,,2014
1865,Life of a King,MNE,6500.0,,2014
1866,The Strange Little Cat,KS,5900.0,,2014
1867,"2 Autumns, 3 Winters",FM,5800.0,,2014
1868,The Devil's Hand,RAtt.,5700.0,,2014
1869,Anna,VE,4300.0,,2014
1870,Open Windows,Cdgm.,1800.0,,2014
1871,Mr. Pip,Free,1700.0,,2014
1872,Star Wars: The Force Awakens,BV,936700000.0,"1,131.6",2015
1873,Jurassic World,Uni.,652300000.0,"1,019.4",2015
1874,Furious 7,Uni.,353000000.0,"1,163.0",2015
1875,Avengers: Age of Ultron,BV,459000000.0,946400000,2015
1876,Minions,Uni.,336000000.0,823400000,2015
1877,Spectre,Sony,200100000.0,680600000,2015
1878,Inside Out,BV,356500000.0,501100000,2015
1879,Mission: Impossible - Rogue Nation,Par.,195000000.0,487700000,2015
1880,The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000,2015
1881,The Martian,Fox,228400000.0,401700000,2015
1882,Fifty Shades of Grey,Uni.,166200000.0,404800000,2015
1883,Cinderella (2015),BV,201200000.0,342400000,2015
1884,The Revenant,Fox,183600000.0,349300000,2015
1885,Ant-Man,BV,180200000.0,339100000,2015
1886,Hotel Transylvania 2,Sony,169700000.0,305100000,2015
1887,San Andreas,WB (NL),155200000.0,318800000,2015
1888,Terminator: Genisys,Par.,89800000.0,350800000,2015
1889,Kingsman: The Secret Service,Fox,128300000.0,286100000,2015
1890,Home (2015),Fox,177400000.0,208600000,2015
1891,Mad Max: Fury Road,WB,153600000.0,224800000,2015
1892,The Good Dinosaur,BV,123100000.0,209100000,2015
1893,Taken 3,Fox,89300000.0,237200000,2015
1894,The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000,2015
1895,Maze Runner: The Scorch Trials,Fox,81700000.0,230600000,2015
1896,The Divergent Series: Insurgent,LG/S,130199999.0,167100000,2015
1897,Pitch Perfect 2,Uni.,184300000.0,103200000,2015
1898,Paddington,W/Dim.,76300000.0,191800000,2015
1899,Mojin: The Lost Legend,WGUSA,1200000.0,258100000,2015
1900,Lost in Hong Kong,WGUSA,1300000.0,255000000,2015
1901,The Peanuts Movie,Fox,130199999.0,116100000,2015
1902,Pixels,Sony,78700000.0,166100000,2015
1903,Daddy's Home,Par.,150400000.0,92400000,2015
1904,Spy,Fox,110800000.0,124800000,2015
1905,Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000,2015
1906,Goodbye Mr. Loser,CL,1300000.0,226800000,2015
1907,Ted 2,Uni.,81500000.0,135200000,2015
1908,Tomorrowland,BV,93400000.0,115700000,2015
1909,Everest (2015),Uni.,43500000.0,159900000,2015
1910,Straight Outta Compton,Uni.,161200000.0,40400000,2015
1911,The Intern,WB,75800000.0,118800000,2015
1912,Jupiter Ascending,WB,47400000.0,136600000,2015
1913,Creed,WB (NL),109800000.0,63800000,2015
1914,Fantastic Four,Fox,56100000.0,111900000,2015
1915,Bridge of Spies,BV,72300000.0,93200000,2015
1916,Focus (2015),WB,53900000.0,105200000,2015
1917,The Hateful Eight,Wein.,54100000.0,101600000,2015
1918,Goosebumps,Sony,80100000.0,70100000,2015
1919,The Last Witch Hunter,LG/S,27400000.0,119600000,2015
1920,The Taking of Tiger Mountain,WGUSA,229000.0,141400000,2015
1921,Trainwreck,Uni.,110200000.0,30600000,2015
1922,Mr. Six,CL,1400000.0,137800000,2015
1923,Point Break (2015),WB,28800000.0,104900000,2015
1924,The Big Short,Par.,70300000.0,63200000,2015
1925,Pan,WB,35100000.0,93300000,2015
1926,Wolf Totem,Sony,211000.0,125600000,2015
1927,Magic Mike XXL,WB,66000000.0,56500000,2015
1928,Dragon Blade,LGP,74100.0,121500000,2015
1929,Seventh Son,Uni.,17200000.0,97000000,2015
1930,Insidious Chapter 3,Focus,52200000.0,60800000,2015
1931,Get Hard,WB,90400000.0,21400000,2015
1932,The Man From U.N.C.L.E.,WB,45400000.0,64400000,2015
1933,Paul Blart: Mall Cop 2,Sony,71000000.0,36600000,2015
1934,Shaun the Sheep Movie,LGF,19400000.0,86800000,2015
1935,Sisters,Uni.,87000000.0,18000000,2015
1936,Vacation,WB (NL),58900000.0,46000000,2015
1937,Chappie,Sony,31600000.0,70500000,2015
1938,Joy,Fox,56500000.0,44700000,2015
1939,Black Mass,WB,62600000.0,37200000,2015
1940,Devil and Angel (E Gun Tian Shi),CL,131000.0,98500000,2015
1941,The Visit,Uni.,65200000.0,33200000,2015
1942,Spotlight,ORF,45100000.0,53200000,2015
1943,Poltergeist (2015),Fox,47400000.0,48000000,2015
1944,In the Heart of the Sea,WB,25000000.0,68900000,2015
1945,Southpaw,Wein.,52400000.0,39500000,2015
1946,The Second Best Exotic Marigold Hotel,FoxS,33100000.0,52900000,2015
1947,Paper Towns,Fox,32000000.0,53500000,2015
1948,Sicario,LGF,46900000.0,38000000,2015
1949,Hitman: Agent 47,Fox,22500000.0,59900000,2015
1950,The Wedding Ringer,SGem,64500000.0,15300000,2015
1951,Paranormal Activity: The Ghost Dimension,Par.,18300000.0,60600000,2015
1952,Crimson Peak,Uni.,31100000.0,43600000,2015
1953,The Transporter Refueled,EC,16000000.0,56600000,2015
1954,Run All Night,WB,26500000.0,45200000,2015
1955,War Room,TriS,67800000.0,,2015
1956,The Age of Adaline,LGF,42600000.0,23000000,2015
1957,The Danish Girl,Focus,11100000.0,53100000,2015
1958,Unfriended,Uni.,32500000.0,31600000,2015
1959,The Longest Ride,Fox,37400000.0,25500000,2015
1960,Brooklyn,FoxS,38300000.0,23800000,2015
1961,Dragon Ball Z: Resurrection 'F',FUN,8000000.0,53800000,2015
1962,Woman in Gold,Wein.,33299999.0,28300000,2015
1963,Krampus,Uni.,42700000.0,18800000,2015
1964,The Walk,TriS,10100000.0,51000000,2015
1965,The Perfect Guy,SGem,57000000.0,3200000,2015
1966,The Gift (2015),STX,43800000.0,15200000,2015
1967,No Escape,Wein.,27300000.0,27100000,2015
1968,Sinister 2,Focus,27700000.0,25100000,2015
1969,Prem Ratan Dhan Payo,FIP,4400000.0,48200000,2015
1970,The Boy Next Door,Uni.,35400000.0,17000000,2015
1971,The Night Before,Sony,43000000.0,9300000,2015
1972,Hot Pursuit,WB (NL),34600000.0,17100000,2015
1973,The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944000.0,50200000,2015
1974,The Himalayas,CJ,697000.0,49800000,2015
1975,Surprise - Journey To The West,AR,,49600000,2015
1976,Entourage,WB,32400000.0,16900000,2015
1977,The Woman in Black 2: Angel of Death,Rela.,26500000.0,22400000,2015
1978,Concussion (2015),Sony,34500000.0,14100000,2015
1979,Mortdecai,LGF,7700000.0,39600000,2015
1980,Coming Home (2015),SPC,378000.0,46400000,2015
1981,"McFarland, USA",BV,44500000.0,1200000,2015
