,title,studio,domestic_gross,foreign_gross,year
0,Toy Story 3,BV,415000000.0,652000000,2010
1,Alice in Wonderland (2010),BV,334200000.0,691300000,2010
2,Harry Potter and the Deathly Hallows Part 1,WB,296000000.0,664300000,2010
3,Inception,WB,292600000.0,535700000,2010
4,Shrek Forever After,P/DW,238700000.0,513900000,2010
5,The Twilight Saga: Eclipse,Sum.,300500000.0,398000000,2010
6,Iron Man 2,Par.,312400000.0,311500000,2010
7,Tangled,BV,200800000.0,391000000,2010
8,Despicable Me,Uni.,251500000.0,291600000,2010
9,How to Train Your Dragon,P/DW,217600000.0,277300000,2010
10,Clash of the Titans (2010),WB,163200000.0,330000000,2010
11,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104400000.0,311300000,2010
12,The King's Speech,Wein.,135500000.0,275400000,2010
13,Tron Legacy,BV,172100000.0,228000000,2010
14,The Karate Kid,Sony,176600000.0,182500000,2010
15,Prince of Persia: The Sands of Time,BV,90800000.0,245600000,2010
16,Black Swan,FoxS,107000000.0,222400000,2010
17,Megamind,P/DW,148400000.0,173500000,2010
18,Robin Hood,Uni.,105300000.0,216400000,2010
19,The Last Airbender,Par.,131800000.0,187900000,2010
20,Little Fockers,Uni.,148400000.0,162200000,2010
21,Resident Evil: Afterlife,SGem,60100000.0,240100000,2010
22,Shutter Island,Par.,128000000.0,166800000,2010
23,Salt,Sony,118300000.0,175200000,2010
24,Sex and the City 2,WB (NL),95300000.0,193000000,2010
25,The Tourist,Sony,67600000.0,210700000,2010
26,The Expendables,LGF,103100000.0,171400000,2010
27,Grown Ups,Sony,162000000.0,109400000,2010
28,Knight & Day,Fox,76400000.0,185500000,2010
29,True Grit,Par.,171200000.0,81000000,2010
30,Gulliver's Travels,Fox,42800000.0,194600000,2010
31,Percy Jackson & The Olympians: The Lightning Thief,Fox,88800000.0,137700000,2010
32,The Social Network,Sony,97000000.0,128000000,2010
33,Valentine's Day,WB (NL),110500000.0,106000000,2010
34,The Sorcerer's Apprentice,BV,63200000.0,152100000,2010
35,Due Date,WB,100500000.0,111200000,2010
36,Eat Pray Love,Sony,80600000.0,124000000,2010
37,Yogi Bear,WB,100200000.0,101300000,2010
38,Red,Sum.,90400000.0,108600000,2010
39,Paranormal Activity 2,Par.,84800000.0,92800000,2010
40,The A-Team,Fox,77200000.0,100000000,2010
41,Jackass 3-D,Par.,117200000.0,54500000,2010
42,The Other Guys,Sony,119200000.0,51200000,2010
43,Unstoppable,Fox,81600000.0,86200000,2010
44,Step Up 3-D,BV,42400000.0,116900000,2010
45,The Book of Eli,WB,94800000.0,62300000,2010
46,The Town,WB,92200000.0,61800000,2010
47,Date Night,Fox,98700000.0,53600000,2010
48,Legend of the Guardians: The Owls of Ga'Hoole,WB,55700000.0,84400000,2010
49,The Wolfman,Uni.,62000000.0,77800000,2010
50,The Bounty Hunter,Sony,67099999.0,69300000,2010
51,Saw 3D,LGF,45700000.0,90400000,2010
52,Wall Street: Money Never Sleeps,Fox,52500000.0,82300000,2010
53,The Fighter,Par.,93600000.0,35600000,2010
54,Predators,Fox,52000000.0,75200000,2010
55,A Nightmare on Elm Street (2010),WB (NL),63100000.0,52600000,2010
56,Dear John,SGem,80000000.0,35000000,2010
57,Cats & Dogs: The Revenge of Kitty Galore,WB,43600000.0,68900000,2010
58,Tooth Fairy,Fox,60000000.0,52400000,2010
59,Life as We Know It,WB,53400000.0,52300000,2010
60,Hereafter,WB,32700000.0,72500000,2010
61,The Girl with the Dragon Tattoo,MBox,10100000.0,94300000,2010
62,Love and Other Drugs,Fox,32400000.0,70500000,2010
63,Aftershock (Tangshan Dadizhen),CL,63000.0,100200000,2010
64,Killers,LGF,47100000.0,51100000,2010
65,Kick-Ass,LGF,48100000.0,48100000,2010
66,Green Zone,Uni.,35100000.0,59800000,2010
67,Nanny McPhee Returns,Uni.,29000000.0,64200000,2010
68,Get Him to the Greek,Uni.,61000000.0,30300000,2010
69,Burlesque,SGem,39400000.0,50100000,2010
70,The Last Song,BV,63000000.0,26100000,2010
71,Dinner for Schmucks,P/DW,73000000.0,13800000,2010
72,Marmaduke,Fox,33600000.0,50100000,2010
73,Piranha 3D,W/Dim.,25000000.0,58200000,2010
74,Oceans,BV,19400000.0,63200000,2010
75,Edge of Darkness,WB,43300000.0,37800000,2010
76,Vampires Suck,Fox,36700000.0,43900000,2010
77,Letters to Juliet,Sum.,53000000.0,26100000,2010
78,The Back-Up Plan,CBS,37500000.0,40000000,2010
79,If You Are the One 2 (Fei Cheng Wu Rao II),CL,427000.0,75600000,2010
80,Diary of a Wimpy Kid,Fox,64000000.0,11700000,2010
81,Easy A,SGem,58400000.0,16600000,2010
82,Hubble 3D,WB,52400000.0,21500000,2010
83,Takers,SGem,57700000.0,11300000,2010
84,Tales from Earthsea,BV,48500.0,68600000,2010
85,Legion (2010),SGem,40200000.0,27800000,2010
86,The American,Focus,35600000.0,32299999,2010
87,The Last Exorcism,LGF,41000000.0,26700000,2010
88,The Next Three Days,LGF,21100000.0,46300000,2010
89,The Girl Who Played with Fire,MBox,7600000.0,59500000,2010
90,Skyline,Uni.,21400000.0,45400000,2010
91,Hot Tub Time Machine,MGM,50300000.0,14300000,2010
92,Devil,Uni.,33600000.0,29100000,2010
93,127 Hours,FoxS,18300000.0,42400000,2010
94,Tyler Perry's Why Did I Get Married Too?,LGF,60100000.0,578000,2010
95,Secretariat,BV,59700000.0,537000,2010
96,The Ghost Writer,Sum.,15500000.0,44700000,2010
97,Morning Glory,Par.,31000000.0,29000000,2010
98,Remember Me,Sum.,19100000.0,37000000,2010
99,Cop Out,WB,44900000.0,10700000,2010
100,The Crazies,Over.,39100000.0,15700000,2010
101,From Paris with Love,LGF,24100000.0,28700000,2010
102,Daybreakers,LGF,30100000.0,21300000,2010
103,Alpha and Omega,LGF,25100000.0,25400000,2010
104,The Switch,Mira.,27800000.0,22100000,2010
105,She's Out of My League,Par.,32000000.0,17800000,2010
106,Death at a Funeral (2010),SGem,42700000.0,6300000,2010
107,How Do You Know,Sony,30200000.0,18500000,2010
108,Charlie St. Cloud,Uni.,31200000.0,17000000,2010
109,Scott Pilgrim vs. the World,Uni.,31500000.0,16100000,2010
110,Heartbreaker,IFC,504000.0,46900000,2010
111,The Spy Next Door,LGF,24300000.0,20900000,2010
112,"The Good, the Bad, the Weird",IFC,128000.0,44100000,2010
113,Machete,Fox,26600000.0,17500000,2010
114,The Girl Who Kicked the Hornet's Nest,MBox,5200000.0,38300000,2010
115,The Man From Nowhere,CJ,528000.0,42500000,2010
116,When in Rome,BV,32700000.0,10400000,2010
117,My Name is Khan,FoxS,4000000.0,38300000,2010
118,Going the Distance,WB (NL),17800000.0,24200000,2010
119,The Concert,Wein.,658000.0,40500000,2010
120,Agora,NM,619000.0,38400000,2010
121,For Colored Girls,LGF,37700000.0,17300,2010
122,Brooklyn's Finest,Over.,27200000.0,9300000,2010
123,Furry Vengeance,Sum.,17600000.0,18600000,2010
124,Faster,CBS,23200000.0,12400000,2010
125,The Kids Are All Right,Focus,20800000.0,13900000,2010
126,You Will Meet a Tall Dark Stranger,SPC,3200000.0,31000000,2010
127,The Secret in Their Eyes,SPC,6400000.0,27600000,2010
128,Avatar: Special Edition,Fox,10700000.0,22500000,2010
129,Leap Year,Uni.,25900000.0,6700000,2010
130,You Again,BV,25700000.0,6300000,2010
131,Mesrine: Killer Instinct,MBox,552000.0,30500000,2010
132,The Losers,WB,23600000.0,5800000,2010
133,Case 39,ParV,13300000.0,14900000,2010
134,Ramona and Beezus,Fox,26200000.0,1100000,2010
135,Splice,WB,17000000.0,9800000,2010
136,Fair Game (2010),Sum.,9500000.0,14600000,2010
137,Let Me In,Over.,12100000.0,12000000,2010
138,Mao's Last Dancer,Gold.,4800000.0,17500000,2010
139,Just Wright,FoxS,21500000.0,29900,2010
140,Our Family Wedding,FoxS,20300000.0,1200000,2010
141,My Soul to Take,Uni.,14700000.0,6200000,2010
142,71 Into the Fire,JS,177000.0,20800000,2010
143,"I Love You, Phillip Morris",RAtt.,2000000.0,18700000,2010
144,Country Strong,SGem,20200000.0,310000,2010
145,Another Year,SPC,3200000.0,16500000,2010
146,Youth in Revolt,W/Dim.,15300000.0,4400000,2010
147,Buried,LGF,1000000.0,18100000,2010
148,[Rec] 2,Magn.,27800.0,18500000,2010
149,Repo Men,Uni.,13800000.0,4600000,2010
150,A Prophet (Un prophète),SPC,2100000.0,15800000,2010
151,Soul Kitchen,IFC,277000.0,17600000,2010
152,Mother (2010),Magn.,552000.0,16600000,2010
153,Micmacs,SPC,1300000.0,15100000,2010
154,The Nutcracker in 3D,Free,195000.0,16000000,2010
155,Sea Rex 3D: Journey to a Prehistoric World,3D,6100000.0,9900000,2010
156,I Hate Luv Storys,UTV,848000.0,14900000,2010
157,Extraordinary Measures,CBS,12100000.0,3100000,2010
158,Somewhere,Focus,1800000.0,12200000,2010
159,Winter's Bone,RAtt.,6500000.0,7300000,2010
160,The Last Station,SPC,6600000.0,6900000,2010
161,Raajneeti,UTV,1500000.0,11100000,2010
162,Made in Dagenham,SPC,1100000.0,11300000,2010
163,Blue Valentine,Wein.,9700000.0,2600000,2010
164,Tamara Drewe,SPC,560000.0,11400000,2010
165,Chloe,SPC,3100000.0,8600000,2010
166,Looking for Eric,IFC,55800.0,11500000,2010
167,The Warrior's Way,Rela.,5700000.0,5400000,2010
168,I Am Love,Magn.,5000000.0,5900000,2010
169,Jonah Hex,WB,10500000.0,356000,2010
170,Harry Brown,Gold.,1800000.0,8500000,2010
171,Cyrus,FoxS,7500000.0,2500000,2010
172,Conviction,FoxS,6800000.0,2900000,2010
173,Get Low,SPC,9200000.0,518000,2010
174,Babies,Focus,7300000.0,2200000,2010
175,Stone,Over.,1800000.0,7700000,2010
176,Peepli Live,UTV,758000.0,8700000,2010
177,Never Let Me Go,FoxS,2400000.0,7000000,2010
178,Mid-August Lunch,Zeit.,675000.0,8700000,2010
179,MacGruber,Uni.,8500000.0,797000,2010
180,City Island,Anch.,6700000.0,1200000,2010
181,Inside Job,SPC,4300000.0,3600000,2010
182,The Joneses,RAtt.,1500000.0,5500000,2010
183,Centurion,Magn.,124000.0,6700000,2010
184,Animal Kingdom,SPC,1000000.0,5700000,2010
185,Nowhere Boy,Wein.,1500000.0,5100000,2010
186,It's Kind of a Funny Story,Focus,6400000.0,128000,2010
187,"Waiting for ""Superman""",ParV,6400000.0,9300,2010
188,Greenberg,Focus,4200000.0,1900000,2010
189,Coco Chanel & Igor Stravinsky,SPC,1600000.0,4099999,2010
190,Vincere,IFC,619000.0,5100000,2010
191,The Illusionist (2010),SPC,2200000.0,3400000,2010
192,Exit Through the Gift Shop,PDA,3300000.0,2000000,2010
193,Mademoiselle Chambon,Lorb.,532000.0,4700000,2010
194,Solitary Man,Anch.,4400000.0,818000,2010
195,Rabbit Hole,LGF,2200000.0,2900000,2010
196,Vision,Zeit.,435000.0,4600000,2010
197,Mother and Child,SPC,1100000.0,3900000,2010
198,The Runaways,App.,3600000.0,1100000,2010
199,Four Lions,Drft.,305000.0,4400000,2010
200,Wild Grass,SPC,404000.0,4200000,2010
201,Please Give,SPC,4000000.0,280000,2010
202,Monsters,Magn.,237000.0,4000000,2010
203,Rare Exports: A Christmas Tale,Osci.,236000.0,3800000,2010
204,The Killer Inside Me,IFC,217000.0,3800000,2010
205,The Perfect Game,IW,1000000.0,2800000,2010
206,To Save a Life,Gold.,3800000.0,45800,2010
207,Inspector Bellamy,IFC,108000.0,3600000,2010
208,Catfish,Rog.,3200000.0,242000,2010
209,Wild Target,Free,109000.0,3300000,2010
210,Outside the Law (Hors-la-loi),,96900.0,3300000,2010
211,Frozen (2010),Anch.,246000.0,2900000,2010
212,Dabangg,Eros,1300000.0,1700000,2010
213,Kites,Relbig.,1600000.0,1300000,2010
214,Letters to God,Viv.,2800000.0,60300,2010
215,Twelve,Hann.,184000.0,2400000,2010
216,Tees Maar Khan,UTV,1100000.0,1400000,2010
217,Fish Tank,IFC,375000.0,2000000,2010
218,Housefull,Eros,1200000.0,1200000,2010
219,Golmaal 3,Eros,1100000.0,935000,2010
220,After.Life,Anch.,109000.0,1900000,2010
221,Cairo Time,IFC,1600000.0,391000,2010
222,Flipped,WB,1800000.0,,2010
223,Guzaarish,UTV,1000000.0,695000,2010
224,Ondine,Magn.,550000.0,1100000,2010
225,Anjaana Anjaani,Eros,855000.0,761000,2010
226,John Rabe,Strand,67500.0,1400000,2010
227,Restrepo,NGE,1300000.0,105000,2010
228,Raavan,Relbig.,709000.0,648000,2010
229,The City of Your Final Destination,Scre.,493000.0,859000,2010
230,It's a Wonderful Afterlife,UTV,,1300000,2010
231,Ajami,Kino,622000.0,669000,2010
232,Army of Crime,Lorb.,37000.0,1200000,2010
233,Lebanon,SPC,368000.0,830000,2010
234,Howl,Osci.,617000.0,566000,2010
235,Videocracy,Kino,23700.0,1200000,2010
236,When You're Strange,Abr.,246000.0,901000,2010
237,The Salvation Poem (Poema de Salvacion),CZ,915000.0,183000,2010
238,Casino Jack,ATO,1000000.0,40700,2010
239,Leaving,IFC,176000.0,893000,2010
240,Khatta Meetha,Eros,542000.0,499000,2010
241,We Are Family,UTV,638000.0,393000,2010
242,Leaves of Grass,First,70100.0,949000,2010
243,North Face,MBox,711000.0,216000,2010
244,Creation,NM,341000.0,555000,2010
245,No One Knows About Persian Cats,IFC,81800.0,798000,2010
246,Carlos,IFC,146000.0,726000,2010
247,Hideaway (Le Refuge),Strand,34500.0,837000,2010
248,The Disappearance of Alice Creed,Anch.,167000.0,701000,2010
249,Break Ke Baad,Relbig.,428000.0,389000,2010
250,Veer (2010),Eros,527000.0,277000,2010
251,Life During Wartime,IFC,281000.0,487000,2010
252,Enter the Void,IFC,336000.0,418000,2010
253,The Secret of Kells,GK,677000.0,62700,2010
254,The Polar Express (IMAX re-issue 2010),WB,673000.0,,2010
255,No Problem,Eros,285000.0,369000,2010
256,All Good Things,Magn.,582000.0,62500,2010
257,Jack Goes Boating,Over.,542000.0,77600,2010
258,Holy Rollers,FInd.,303000.0,305000,2010
259,Chain Letter,NFC,139000.0,447000,2010
260,I Spit on Your Grave,Anch.,93100.0,480000,2010
261,I'm Still Here,Magn.,409000.0,160000,2010
262,Salt of this Sea,Lorb.,11700.0,545000,2010
263,Undertow (2010),TFC,109000.0,393000,2010
264,Father of My Children,IFC,144000.0,335000,2010
265,The Greatest (2010),Pala.,115000.0,359000,2010
266,The Extra Man,Magn.,453000.0,4500,2010
267,Tiny Furniture,IFC,392000.0,,2010
268,Dogtooth,Kino,110000.0,274000,2010
269,Grease (Sing-a-Long re-issue),Par.,366000.0,,2010
270,The Tempest,Mira.,278000.0,68700,2010
271,The Good Heart,Magn.,20900.0,323000,2010
272,Formosa Betrayed,Scre.,225000.0,101000,2010
273,Red Hill,Strand,21100.0,300000,2010
274,Welcome to the Rileys,Gold.,159000.0,158000,2010
275,"A Woman, A Gun and A Noodle Shop",SPC,191000.0,121000,2010
276,The Girl on the Train,Strand,208000.0,97100,2010
277,Mesrine: Public Enemy No. 1,MBox,275000.0,28100,2010
278,44 Inch Chest,Imag.,39000.0,255000,2010
279,Karthik Calling Karthik,Eros,286000.0,7100,2010
280,Last Train Home,Zeit.,288000.0,,2010
281,Eyes Wide Open,NAV,26300.0,250000,2010
282,Waste Land,Arth.,188000.0,88700,2010
283,South of the Border,CLS,199000.0,70800,2010
284,Human Centipede,IFC,181000.0,70700,2010
285,"Lovely, Still",Mont.,128000.0,106000,2010
286,The Girl (Flickan),Olive,2200.0,229000,2010
287,Sweetgrass,CGld,207000.0,,2010
288,Bitch Slap,Free,17400.0,182000,2010
289,Chance Pe Dance,UTV,169000.0,24300,2010
290,Client 9: The Rise and Fall of Eliot Spitzer,Magn.,189000.0,3500,2010
291,Casino Jack and the United States of Money,Magn.,177000.0,,2010
292,Perrier's Bounty,IFC,800.0,167000,2010
293,Around a Small Mountain,CGld,33200.0,131000,2010
294,Spring Fever,Strand,10800.0,150000,2010
295,The Eclipse,Magn.,133000.0,26400,2010
296,George A. Romero's Survival of the Dead,Magn.,102000.0,41500,2010
297,The Romantics,FOAK,107000.0,17300,2010
298,Celine: Through the Eyes of the World,Sony,,119000,2010
299,Freakonomics,Magn.,101000.0,16400,2010
300,Saint John of Las Vegas,IVP,103000.0,9100,2010
301,Band Baaja Baaraat,Yash,43800.0,60700,2010
302,White Lion,Scre.,,99600,2010
303,Kisses,Osci.,81700.0,15300,2010
304,Waking Sleeping Beauty,BV,80700.0,4200,2010
305,Enemies of the People,ICir,73200.0,6400,2010
306,Badmaash Company,Yash,,64400,2010
307,Hadewijch,IFC,5000.0,57500,2010
308,Alamar,FM,61600.0,,2010
309,As Good as Dead,First,2000.0,53600,2010
310,Inhale,IFC,4100.0,51000,2010
311,Hatchet 2,Vita.,52600.0,,2010
312,District B13: Ultimatum,Magn.,36100.0,16200,2010
313,GasLand,WOW,30800.0,18600,2010
314,Boogie Woogie,IFC,2600.0,44900,2010
315,Come Undone (2010),FM,10000.0,31300,2010
316,The Red Baron,Mont.,37200.0,3100,2010
317,Bluebeard,Strand,33500.0,5200,2010
318,Daddy Longlegs,IFC,21800.0,11500,2010
319,Living in Emergency,Truly,32200.0,,2010
320,Nenette,Kino,18000.0,5400,2010
321,Picture Me,Strand,12000.0,10400,2010
322,The Thorn in the Heart,Osci.,7400.0,10500,2010
323,The Taqwacores,Strand,11400.0,,2010
324,Cherry,Abr.,11400.0,,2010
325,Terkel in Trouble,Indic.,10800.0,,2010
326,Kimjongilia,Lorb.,4400.0,,2010
327,Aashayein (Wishes),Relbig.,,3800,2010
328,Harry Potter and the Deathly Hallows Part 2,WB,381000000.0,960500000,2011
329,Transformers: Dark of the Moon,P/DW,352400000.0,771400000,2011
330,Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000,2011
331,The Twilight Saga: Breaking Dawn Part 1,Sum.,281300000.0,430900000,2011
332,Mission: Impossible - Ghost Protocol,Par.,209400000.0,485300000,2011
333,Kung Fu Panda 2,P/DW,165200000.0,500400000,2011
334,Fast Five,Uni.,209800000.0,416300000,2011
335,The Hangover Part II,WB,254500000.0,332300000,2011
336,The Smurfs,Sony,142600000.0,421100000,2011
337,Cars 2,BV,191500000.0,370700000,2011
338,Puss in Boots,P/DW,149300000.0,405700000,2011
339,Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000,2011
340,Rio,Fox,143600000.0,341000000,2011
341,Rise of the Planet of the Apes,Fox,176800000.0,305000000,2011
342,Thor,Par.,181000000.0,268300000,2011
343,The Adventures of Tintin,Par.,77600000.0,296400000,2011
344,Captain America: The First Avenger,Par.,176700000.0,193900000,2011
345,X-Men: First Class,Fox,146400000.0,207200000,2011
346,Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000,2011
347,Real Steel,BV,85500000.0,213800000,2011
348,Bridesmaids,Uni.,169100000.0,119300000,2011
349,Super 8,Par.,127000000.0,133100000,2011
350,Rango,Par.,123500000.0,122200000,2011
351,The Girl with the Dragon Tattoo (2011),Sony,102500000.0,130100000,2011
352,The Green Hornet,Sony,98800000.0,129000000,2011
353,Immortals,Rela.,83500000.0,143400000,2011
354,Green Lantern,WB,116600000.0,103300000,2011
355,The Help,BV,169700000.0,46900000,2011
356,Bad Teacher,Sony,100300000.0,115900000,2011
357,Just Go With It,Sony,103000000.0,111900000,2011
358,Battle: Los Angeles,Sony,83600000.0,128300000,2011
359,Horrible Bosses,WB (NL),117500000.0,92100000,2011
360,Paranormal Activity 3,Par.,104000000.0,103000000,2011
361,Gnomeo and Juliet,BV,100000000.0,94000000,2011
362,Mr. Popper's Penguins,Fox,68200000.0,119100000,2011
363,Hugo,Par.,73900000.0,111900000,2011
364,The Lion King (in 3D),BV,94200000.0,91300000,2011
365,Hop,Uni.,108100000.0,75900000,2011
366,War Horse,BV,79900000.0,97700000,2011
367,The Descendants,FoxS,82600000.0,94700000,2011
368,Cowboys & Aliens,Uni.,100200000.0,74600000,2011
369,In Time,Fox,37500000.0,136400000,2011
370,Zookeeper,Sony,80400000.0,89500000,2011
371,The Muppets,BV,88600000.0,76600000,2011
372,Limitless,Rela.,79200000.0,82600000,2011
373,Johnny English Reborn,Uni.,8300000.0,151800000,2011
374,Final Destination 5,WB (NL),42600000.0,115300000,2011
375,Tower Heist,Uni.,78000000.0,74900000,2011
376,Midnight in Paris,SPC,56800000.0,94300000,2011
377,Happy Feet Two,WB,64000000.0,86400000,2011
378,I Am Number Four,BV,55100000.0,94800000,2011
379,Jack and Jill,Sony,74200000.0,75500000,2011
380,Friends with Benefits,SGem,55800000.0,93700000,2011
381,No Strings Attached,Par.,70700000.0,78600000,2011
382,Arthur Christmas,Sony,46500000.0,101000000,2011
383,Source Code,Sum.,54700000.0,92600000,2011
384,"Crazy, Stupid, Love.",WB,84400000.0,58500000,2011
385,New Year's Eve,WB (NL),54500000.0,87500000,2011
386,Contagion,WB,75700000.0,59800000,2011
387,The Artist,Wein.,44700000.0,88800000,2011
388,The Three Musketeers (2011),Sum.,20400000.0,111900000,2011
389,Unknown,WB,63700000.0,67099999,2011
390,The Adjustment Bureau,Uni.,62500000.0,65400000,2011
391,We Bought a Zoo,Fox,75600000.0,44500000,2011
392,Water for Elephants,Fox,58700000.0,58400000,2011
393,The Iron Lady,Wein.,30000000.0,84900000,2011
394,Moneyball,Sony,75600000.0,34600000,2011
395,Sanctum,Uni.,23200000.0,85400000,2011
396,Justin Bieber: Never Say Never,Par.,73000000.0,26000000,2011
397,Paul,Uni.,37400000.0,60600000,2011
398,Scream 4,W/Dim.,38200000.0,59000000,2011
399,Insidious,FD,54000000.0,43000000,2011
400,The Rite,WB (NL),33000000.0,63000000,2011
401,Dolphin Tale,WB,72300000.0,23100000,2011
402,Season of the Witch,Rela.,24800000.0,66800000,2011
403,Sucker Punch,WB,36400000.0,53400000,2011
404,Red Riding Hood,WB,37700000.0,51500000,2011
405,Spy Kids: All the Time in the World,W/Dim.,38500000.0,47000000,2011
406,J. Edgar,WB,37300000.0,47600000,2011
407,Hall Pass,WB (NL),45100000.0,38100000,2011
408,"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000,2011
409,Abduction,LGF,28100000.0,54000000,2011
410,"Tinker, Tailor, Soldier, Spy",Focus,24100000.0,56500000,2011
411,Priest,SGem,29100000.0,49200000,2011
412,Drive (2011),FD,35100000.0,41100000,2011
413,The Mechanic,CBS,29100000.0,47000000,2011
414,The Ides of March,Sony,41000000.0,35000000,2011
415,The Change-Up,Uni.,37100000.0,38400000,2011
416,The Lincoln Lawyer,LGF,58000000.0,17000000,2011
417,Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,19700000,2011
418,Larry Crowne,Uni.,35600000.0,36400000,2011
419,The Dilemma,Uni.,48500000.0,21200000,2011
420,The Darkest Hour,Sum.,21400000.0,43200000,2011
421,Hanna,Focus,40300000.0,23500000,2011
422,Footloose (2011),Par.,51800000.0,11700000,2011
423,Elite Squad: The Enemy Within,Vari.,100000.0,62900000,2011
424,Colombiana,TriS,36700000.0,24300000,2011
425,Something Borrowed,WB,39000000.0,21100000,2011
426,One Day,Focus,13800000.0,45500000,2011
427,Beginning of the Great Revival,CL,151000.0,58200000,2011
428,Killer Elite,ORF,25100000.0,31300000,2011
429,Extremely Loud & Incredibly Close,WB,31800000.0,23400000,2011
430,The Tree of Life,FoxS,13300000.0,41000000,2011
431,Tyler Perry's Madea's Big Happy Family,LGF,53300000.0,816000,2011
432,Detective Dee and the Mystery of the Phantom Flame,IM,460000.0,51300000,2011
433,Winnie the Pooh,BV,26700000.0,23200000,2011
434,Conan the Barbarian (2011),LGF,21300000.0,27500000,2011
435,Soul Surfer,TriS,43900000.0,3200000,2011
436,War of the Arrows,CJ,251000.0,45800000,2011
437,Arthur (2011),WB,33000000.0,12700000,2011
438,The Debt,Focus,31200000.0,14500000,2011
439,Beastly,CBS,27900000.0,15300000,2011
440,Of Gods and Men,SPC,4000000.0,38200000,2011
441,Born to Be Wild (IMAX),WB,25900000.0,15600000,2011
442,Evangelion 2.0: You Can (Not) Advance,Elev.,134000.0,41000000,2011
443,Fright Night (2011),BV,18300000.0,22700000,2011
444,30 Minutes or Less,Sony,37100000.0,3500000,2011
445,The Roommate,SGem,37300000.0,3200000,2011
446,Shark Night 3D,Rela.,18900000.0,21300000,2011
447,Monte Carlo,Fox,23200000.0,16500000,2011
448,50/50,Sum.,35000000.0,4200000,2011
449,Mars Needs Moms,BV,21400000.0,17600000,2011
450,Dream House,Uni.,21300000.0,17200000,2011
451,Jumping the Broom,TriS,37300000.0,415000,2011
452,Don't Be Afraid of the Dark,FD,24000000.0,12900000,2011
453,RA One,Eros,2500000.0,33400000,2011
454,A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000,2011
455,My Week with Marilyn,Wein.,14600000.0,20500000,2011
456,The Sitter,Fox,30400000.0,4500000,2011
457,Jane Eyre,Focus,11200000.0,23500000,2011
458,Courageous,TriS,34500000.0,,2011
459,Shaolin,Vari.,66100.0,33600000,2011
460,African Cats,BV,15400000.0,15400000,2011
461,The Skin I Live In,SPC,3200000.0,27700000,2011
462,I Don't Know How She Does It,Wein.,9700000.0,20900000,2011
463,What's Your Number?,Fox,14000000.0,16399999,2011
464,Drive Angry,Sum.,10700000.0,18200000,2011
465,Carnage (2011),SPC,2500000.0,25100000,2011
466,A Dangerous Method,SPC,5700000.0,21800000,2011
467,The Thing (2011),Uni.,16900000.0,10500000,2011
468,The Eagle,Focus,19500000.0,7600000,2011
469,Legend of the Fist: The Return of Chen Zhen,Vari.,50400.0,26500000,2011
470,Apollo 18,W/Dim.,17700000.0,7900000,2011
471,Biutiful,RAtt.,5100000.0,20000000,2011
472,Your Highness,Uni.,21600000.0,3300000,2011
473,Our Idiot Brother,Wein.,24800000.0,,2011
474,The Rum Diary,FD,13100000.0,10800000,2011
475,The Women on the 6th Floor,Strand,720000.0,22500000,2011
476,Potiche,MBox,1600000.0,21600000,2011
477,Warrior,LGF,13700000.0,9400000,2011
478,Young Adult,Par.,16300000.0,6600000,2011
479,Sarah's Key,Wein.,7700000.0,13400000,2011
480,The Way Back,NM,2700000.0,17600000,2011
481,A Separation,SPC,7100000.0,12800000,2011
482,The Guard,SPC,5400000.0,14200000,2011
483,Margin Call,RAtt.,5400000.0,14200000,2011
484,Glee The 3D Concert Movie,Fox,11900000.0,6800000,2011
485,Shame,FoxS,3900000.0,13800000,2011
486,13 Assassins,Magn.,803000.0,16800000,2011
487,Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,6800000,2011
488,The Heir Apparent: Largo Winch,MBox,10400.0,16900000,2011
489,The Last Godfather,RAtt.,164000.0,16600000,2011
490,Delhi Belly,UTV,1500000.0,15200000,2011
491,Melancholia,Magn.,3000000.0,12900000,2011
492,Judy Moody and the NOT Bummer Summer,Rela.,15000000.0,678000,2011
493,The Conspirator,RAtt.,11500000.0,3900000,2011
494,Anonymous,Sony,4500000.0,10900000,2011
495,Ip Man 2: Legend of the Grandmaster,Vari.,206000.0,14900000,2011
496,The Housemaid,IFC,158000.0,14600000,2011
497,Desert Flower,NGE,44300.0,14600000,2011
498,Pina,IFC,3500000.0,11100000,2011
499,Beginners,Focus,5800000.0,8500000,2011
500,My Afternoons with Margueritte,Cohen,667000.0,13600000,2011
501,I Saw the Devil,Magn.,129000.0,12600000,2011
502,The Hedgehog,NeoC,708000.0,12000000,2011
503,Gainsbourg: A Heroic Life,MBox,233000.0,12000000,2011
504,The Warring States,CL,69000.0,11800000,2011
505,What Women Want (Wo Zhi Nu Run Xin),CL,124000.0,11700000,2011
506,Snow Flower and the Secret Fan,FoxS,1300000.0,10000000,2011
507,Win Win,FoxS,10200000.0,652000,2011
